model,text,y_true,y_pred
qwen2.5:3b-instruct-q4_K_M,Why hasn't the transaction I did to my friend arrived yet?,Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,Which merchants accept my card?,Payments,Account
qwen2.5:3b-instruct-q4_K_M,What currencies do you accept to add money?,Cards,Payments
qwen2.5:3b-instruct-q4_K_M,HOW LONG TO TAKE THE TIME TO SOLVE,Cards,Transfers
qwen2.5:3b-instruct-q4_K_M,What can I do if my card details where stolen from my car? I think they used my card to buy gas.,Account,Cards
qwen2.5:3b-instruct-q4_K_M,hello I have lost my phone and I'm worried someone's going to steal money from me,Account,Account
qwen2.5:3b-instruct-q4_K_M,My card got charged twice for the same thing!,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,"I just tried to top-up and now I'm getting an additional verification message, why?",Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Can you tell me why a cheque deposit isn't showing in my balance?,Topups,Payments
qwen2.5:3b-instruct-q4_K_M,"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Is there an age limit to when my child can use these services?,Account,Account
qwen2.5:3b-instruct-q4_K_M,How can I the person see my money transaction?,Transfers,Account
qwen2.5:3b-instruct-q4_K_M,"Hello,  In my most recent ATM transaction, I didn't receive nearly as much cash as I thought I would - what is your exchange rate policy?",Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,I should not have been charged a fee for my transfer.,Transfers,Disputes
qwen2.5:3b-instruct-q4_K_M,I made a purchase with my card and I was charged a fee for using it,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,Why does it say my transfer failed?,Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,How do I find out what countries you service and what countries you do not?,Account,Account
qwen2.5:3b-instruct-q4_K_M,My credit card has been declined.,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,"My top-up does not seem to have worked, what  went wrong?",Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Can I get some help activating my new card?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Why was the exchange rate so wrong when I bought something!,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,How long will it take for me to get my card?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Why is my last cheque deposit taking so long?,Topups,Payments
qwen2.5:3b-instruct-q4_K_M,Are cards issued to people living in the US?,Account,Cards
qwen2.5:3b-instruct-q4_K_M,"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",Transfers,Disputes
qwen2.5:3b-instruct-q4_K_M,I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?,Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,How do I add my new card?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,I have a direct debit that I did not set up,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,One of my card payments has reverted,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,"I need to exchange my GBP to AUD, how would I do this?",Payments,Payments
qwen2.5:3b-instruct-q4_K_M,I was charged an extra pound for no reason. Why is that?,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,I am under the impression that my top up is still pending,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,What can you use the disposable cards for?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,I misplaced my phone so I can't use the app! Does this mean I can't use my card?,Account,Account
qwen2.5:3b-instruct-q4_K_M,what cards and currencies are accepted?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,"The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue?",Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,I have a reverted top up I made and wanted to know why it didn't go through.,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,"Someone has a copy of my card !! I definitely still have it here but someone just made a 500£ cash withdrawal, HELP!",Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,"Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank!",Payments,Payments
qwen2.5:3b-instruct-q4_K_M,What kind of charges should I expect to exchange currencies?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,How long does transfer from the US take?,Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,Why is it I am charged an extra fee when I use the ATM?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,I have have multiple charges for one transaction.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,I have transactions that I don't recognize - I think someone is using my card.,Account,Disputes
qwen2.5:3b-instruct-q4_K_M,I have a transaction that shows multiple times.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,What needs to be provided for identity verification?,Account,Account
qwen2.5:3b-instruct-q4_K_M,I got some cash but it wasn't the right amount.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,Is there a charge for cash withdrawals? I always thought it was free.,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,Please help!  There was an extra fee when I got cash.,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,What do I do to lock my phone after losing it so my account isn't accessed,Account,Account
qwen2.5:3b-instruct-q4_K_M,Are there any express fees if i want my new card faster?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,why wasn't a transfer to account approved,Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,There is a cash withdrawl I don't remember.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,What is this extra pound charge for?,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,I don't know how to verify my identity.,Account,Account
qwen2.5:3b-instruct-q4_K_M,How can I edit my personal details in the app?,Account,Account
qwen2.5:3b-instruct-q4_K_M,Explain the activation method for this card,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,What kind of fiat currencies are supported for holding and exchange?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,When will I receive a transfer from europe?,Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,I can't see my refund in my history.,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,Why hasn't the transaction I did arrive yet?,Transfers,Payments
qwen2.5:3b-instruct-q4_K_M,I want to replace my current PIN.,Account,Account
qwen2.5:3b-instruct-q4_K_M,What do I need to see my source of money?,Account,Account
qwen2.5:3b-instruct-q4_K_M,I was supposed to get a refund but I do not see it on my statement. When is it going to be updated?,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,"Everything seems fine with my account, so why did it decline my payment?",Payments,Payments
qwen2.5:3b-instruct-q4_K_M,I haven't received my card.,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Please help me figure out the reason for the odd withdrawal amount from my account?,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,how do i avoid charges in the future,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,"My card is stuck inside the ATM, what am I supposed to do?",Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Please tell me if I'm going to be charged for sending out more cards?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Do you allow exchanges of EUR?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,Is there a tracking number for the card?,Cards,Transfers
qwen2.5:3b-instruct-q4_K_M,what currencies do you accept?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,"I don't want to buy this car anymore, can I cancel the transaction and get a quick refund back?",Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,Exchange rate on a purchase was incorrect,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,I am planning activating my card was it possible?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,I sees some suspicious spending on my credit card that I don't recall I had made. What should I do?,Account,Disputes
qwen2.5:3b-instruct-q4_K_M,I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,I transferred some cash and it has not arrived yet.,Transfers,Topups
qwen2.5:3b-instruct-q4_K_M,How long will an urgent transfer from China take?,Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before.,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,What are the disposable cards used for?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,What will happen after my card expires?,Cards,Account
qwen2.5:3b-instruct-q4_K_M,When will my money be in my account?,Transfers,Payments
qwen2.5:3b-instruct-q4_K_M,Is my card actually working? It's the first time I tried using it,Payments,Cards
qwen2.5:3b-instruct-q4_K_M,I can't recognise this Direct Debit payment.,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,I am unable to use my top-up on the app. Could you explain this to me?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Why has my card been charged an extra pound?,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,"I still haven't received my card after two weeks, is it lost?",Cards,Cards
qwen2.5:3b-instruct-q4_K_M,I don't recognize this payment at all!  Help!,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,"help, I see money missing I didn't take out.",Disputes,Account
qwen2.5:3b-instruct-q4_K_M,How long will the $1 charge show as pending?,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,What kind of ATMs would this card be accepted at?,Payments,Cards
qwen2.5:3b-instruct-q4_K_M,Why did I get charged extra?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,When I received my cash; they had my exchange rate incorrect.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,How much does top up fees cost?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Why was there an extra charge when I transferred money?,Transfers,Disputes
qwen2.5:3b-instruct-q4_K_M,I got cash and the exchange rate should have been different than it ended up being.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,I was checking my account when I saw a $500 cash withdraw that I know I didn't do.  I have my card so I don't understand how this happened.  Please help me.,Disputes,Account
qwen2.5:3b-instruct-q4_K_M,"For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay.",Topups,Transfers
qwen2.5:3b-instruct-q4_K_M,Please help me find my top-up verification code,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Where do I get a disposable card,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,What are the steps for  making a transfer for topping up?,Transfers,Topups
qwen2.5:3b-instruct-q4_K_M,I am required to make several disposable cards every day.,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,"On my last trip, I received the incorrect exchange rate.",Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,I made a check deposit but the cash hasn't arrived in my account yet.,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,I need to close my account as soon as possible.,Account,Account
qwen2.5:3b-instruct-q4_K_M,A duplicated payment was made for something.,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,I think there has been a mistake with my transfer,Transfers,Disputes
qwen2.5:3b-instruct-q4_K_M,I found my old card. Can I link it back into the app?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Can you show me how to top up with Google play?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Help.  My card is broken.,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,How long do I have to wait until the transferred money shows up?,Topups,Transfers
qwen2.5:3b-instruct-q4_K_M,I would like to order a virtual card.,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,how long will my cash withdrawal be pending for?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,I need several cards per day. And I need to be able to throw away all of the cards I make.,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Can topping up be automatic?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,"I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see that it's pending for that amount. I didn't actually get that money, so I don't want it processed on my account.",Payments,Transfers
qwen2.5:3b-instruct-q4_K_M,How do I complete the ID check?,Account,Account
qwen2.5:3b-instruct-q4_K_M,The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,Why do some of my payments have fees?  I don't understand.,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,I can't find my phone; what can I do to prevent someone from accessing my account on it?,Account,Account
qwen2.5:3b-instruct-q4_K_M,Will I receive all the money sent to my account by SEPA transfer?,Topups,Payments
qwen2.5:3b-instruct-q4_K_M,What is the max amount of top-ups?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,What payment methods are used to top up?,Cards,Topups
qwen2.5:3b-instruct-q4_K_M,Can I use SWIFT transfers?,Topups,Payments
qwen2.5:3b-instruct-q4_K_M,I notice that I have a card payment that's been cancelled.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,It's been a week since I ordered my card and it's not here. Please help?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,"Can you let me know where my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please.",Disputes,Transfers
qwen2.5:3b-instruct-q4_K_M,"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",Topups,Account
qwen2.5:3b-instruct-q4_K_M,"Hi, I lost my phone yesterday, what can I do to stop someone using my account on it?",Account,Account
qwen2.5:3b-instruct-q4_K_M,"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",Payments,Transfers
qwen2.5:3b-instruct-q4_K_M,How long do I have to wait for the transfer to be finalized?,Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",Cards,Cards
qwen2.5:3b-instruct-q4_K_M,When will the money show in my account?,Transfers,Payments
qwen2.5:3b-instruct-q4_K_M,Why hasn't my cash been deposited yet?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,I was charged a hidden fee when I paid with card.,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,Why did I get charged for a transfer?,Transfers,Payments
qwen2.5:3b-instruct-q4_K_M,How can a payment be declined,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,can I have multiple currencies?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,I can't get my virtual card to work.,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Would I get a Visa or Mastercard?,Cards,Payments
qwen2.5:3b-instruct-q4_K_M,"I am having trouble doing a transfer. A ""Decline "" message appears after making the transfer.",Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,"If I wanted to change my PIN, how would I do that?",Account,Account
qwen2.5:3b-instruct-q4_K_M,Who do I talk to for transactions debited twice?,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,I tried to get cash out of the ATM but it is taking too long,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,I tried pulling out money at the ATM and it gave me an incorrect amount back.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,I seem to have lost my card.,Account,Account
qwen2.5:3b-instruct-q4_K_M,Can I have money of different country of origin.,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,I want to activate my new card.,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,How old do my kids need to be to use your service?,Account,Account
qwen2.5:3b-instruct-q4_K_M,"My top-up was cancelled, could my bank be the problem?",Topups,Topups
qwen2.5:3b-instruct-q4_K_M,My bill shows the same charge more than once,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,What's your refund policy if I bought an item from you?,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,"So earlier I went to an ATM and got cash. But when I checked the app, it states that the withdrawal is pending. How can that be when I have the cash on me?",Payments,Payments
qwen2.5:3b-instruct-q4_K_M,"If I am in China, can I still order a new card and if so, how?",Cards,Cards
qwen2.5:3b-instruct-q4_K_M,How long will it take for my payment to go through?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,Could you explain why my card payment did not work?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,How many currencies can I have money in in my account?,Payments,Account
qwen2.5:3b-instruct-q4_K_M,There is unexpected money in my account.,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,"If I bought something I didn't like, can I get a refund?",Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,"Hello I made a bank account transfer from the UK. The transfer was a couple hours ago, nothing has shown up yet.  Can you check to see if everything okay. Please.",Topups,Transfers
qwen2.5:3b-instruct-q4_K_M,The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,How do I active this card?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,I was only given $20 when I tried to get $100,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,Does it cost anyting to get my own card?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,"I have an account at another bank, but I want to transfer some of the money to my account here.
.",Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,Why did I get a $1 extra fee on the statement?,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,How can I change my account details?,Account,Account
qwen2.5:3b-instruct-q4_K_M,Is my card valid everywhere?,Payments,Cards
qwen2.5:3b-instruct-q4_K_M,Do you accept credit cards from the US,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,How long does a transfer transaction take?,Transfers,Payments
qwen2.5:3b-instruct-q4_K_M,The $1.00 has still not been reverted as indicated in the previous email.,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,How can I change my PIN without going to the bank?,Account,Account
qwen2.5:3b-instruct-q4_K_M,The app says my transfer failed,Transfers,Transfers
qwen2.5:3b-instruct-q4_K_M,Can I use my bank account to send me more money?,Transfers,Payments
qwen2.5:3b-instruct-q4_K_M,How come I got blocked for entering wrong pins?,Account,Account
qwen2.5:3b-instruct-q4_K_M,do i have to wait for a physical card before i get my pin,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Which cards do you support for top up?,Cards,Topups
qwen2.5:3b-instruct-q4_K_M,"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Where can I order a card?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Why does my top-up get cancelled?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Is there an option to top up with a cheque?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,The app doesn't think it's me.,Account,Account
qwen2.5:3b-instruct-q4_K_M,"There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.
",Account,Disputes
qwen2.5:3b-instruct-q4_K_M,What US credit cards do you accept?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Why was I charged an additional fee when paying with card?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,May I get my salary paid out in a different currency?,Transfers,Payments
qwen2.5:3b-instruct-q4_K_M,Why was I declined from getting cash?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,why hasn't my virtual card arrived?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,Is exchanging currencies a feature of the app?,Payments,Payments
qwen2.5:3b-instruct-q4_K_M,Why do I need to verify the top-up?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,Is there a way to order a virtual card on the website?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,"I can't figure out how to change GBP to AUD, what do I do?",Payments,Payments
qwen2.5:3b-instruct-q4_K_M,Where can I get my card PIN?,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,"What's go on, where is my new card?",Cards,Cards
qwen2.5:3b-instruct-q4_K_M,I do not see the card PIN anywhere?,Cards,Account
qwen2.5:3b-instruct-q4_K_M,What can I use to verify my identity?,Account,Account
qwen2.5:3b-instruct-q4_K_M,"i received my American Express in Apple pay, why is top up not working?",Topups,Topups
qwen2.5:3b-instruct-q4_K_M,how to i go about getting my virtual card,Cards,Cards
qwen2.5:3b-instruct-q4_K_M,I see a payment on my statement for  a place I didn't make a purchase at.,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,Is there anyway to use a cheque to top up?,Topups,Topups
qwen2.5:3b-instruct-q4_K_M,How can I prove the source of my funds?,Account,Account
qwen2.5:3b-instruct-q4_K_M,Do I have a card PIN?,Cards,Account
qwen2.5:3b-instruct-q4_K_M,When will my refund come through,Disputes,Disputes
qwen2.5:3b-instruct-q4_K_M,When will the check I deposited post to my account?,Topups,Payments
qwen2.5:3b-instruct-q4_K_M,What currencies can my account be in?,Payments,Account
qwen2.5:3b-instruct-q4_K_M,I think that there was an error in calculating the exchange rate.  I recently withdrew cash and received much less than expected.,Disputes,Payments
qwen2.5:3b-instruct-q4_K_M,Do I have a Visa card as an option?,Cards,Cards
