model,text,y_true,y_pred
Qwen/Qwen2.5-0.5B-Instruct,"My transfer is quite urgent, and finally worked out, but I've been waiting for it for quite some time. Can you tell me how long to expect to wait for it?",Transfers,Payments
Qwen/Qwen2.5-0.5B-Instruct,In which countries can I get a card?,Account,Cards
Qwen/Qwen2.5-0.5B-Instruct,I am having trouble activating my card.,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,"how many virtual cards can i have, i want 8",Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,Someone took my card without my permission.,Account,Payments
Qwen/Qwen2.5-0.5B-Instruct,How long do transfers take to show up in my account?,Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How do I reset my passcode?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,Is my card payment reverted?,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I need to know what charges I will incur for using a European card for top up.,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,My card activation attempt failed.,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,"Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.",Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,I'll send a check to top up my account,Topups,Payments
Qwen/Qwen2.5-0.5B-Instruct,Why hasn't the transaction I did to my friend arrived yet?,Transfers,Payments
Qwen/Qwen2.5-0.5B-Instruct,Which merchants accept my card?,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,What currencies do you accept to add money?,Cards,Transfers
Qwen/Qwen2.5-0.5B-Instruct,HOW LONG TO TAKE THE TIME TO SOLVE,Cards,Transfers
Qwen/Qwen2.5-0.5B-Instruct,What can I do if my card details where stolen from my car? I think they used my card to buy gas.,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,hello I have lost my phone and I'm worried someone's going to steal money from me,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,My card got charged twice for the same thing!,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,"I just tried to top-up and now I'm getting an additional verification message, why?",Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Can you tell me why a cheque deposit isn't showing in my balance?,Topups,Payments
Qwen/Qwen2.5-0.5B-Instruct,"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Is there an age limit to when my child can use these services?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,How can I the person see my money transaction?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"Hello,  In my most recent ATM transaction, I didn't receive nearly as much cash as I thought I would - what is your exchange rate policy?",Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I should not have been charged a fee for my transfer.,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I made a purchase with my card and I was charged a fee for using it,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,Why does it say my transfer failed?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How do I find out what countries you service and what countries you do not?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,My credit card has been declined.,Payments,Disputes
Qwen/Qwen2.5-0.5B-Instruct,"My top-up does not seem to have worked, what  went wrong?",Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Can I get some help activating my new card?,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,Why was the exchange rate so wrong when I bought something!,Disputes,Disputes
Qwen/Qwen2.5-0.5B-Instruct,How long will it take for me to get my card?,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,Why is my last cheque deposit taking so long?,Topups,Payments
Qwen/Qwen2.5-0.5B-Instruct,Are cards issued to people living in the US?,Account,Cards
Qwen/Qwen2.5-0.5B-Instruct,"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How do I add my new card?,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,I have a direct debit that I did not set up,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,One of my card payments has reverted,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,"I need to exchange my GBP to AUD, how would I do this?",Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I was charged an extra pound for no reason. Why is that?,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I am under the impression that my top up is still pending,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,What can you use the disposable cards for?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,I misplaced my phone so I can't use the app! Does this mean I can't use my card?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,what cards and currencies are accepted?,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,"The transfer keeps failing , I tried to transfer some money to friends this morning but it keeps getting rejected for some reason, Would you please check the issue?",Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I have a reverted top up I made and wanted to know why it didn't go through.,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,"Someone has a copy of my card !! I definitely still have it here but someone just made a 500£ cash withdrawal, HELP!",Disputes,Cards
Qwen/Qwen2.5-0.5B-Instruct,"Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank!",Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,What kind of charges should I expect to exchange currencies?,Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How long does transfer from the US take?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Why is it I am charged an extra fee when I use the ATM?,Payments,Account
Qwen/Qwen2.5-0.5B-Instruct,I have have multiple charges for one transaction.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I have transactions that I don't recognize - I think someone is using my card.,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,I have a transaction that shows multiple times.,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,What needs to be provided for identity verification?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,I got some cash but it wasn't the right amount.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,Is there a charge for cash withdrawals? I always thought it was free.,Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Please help!  There was an extra fee when I got cash.,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,What do I do to lock my phone after losing it so my account isn't accessed,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,Are there any express fees if i want my new card faster?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,why wasn't a transfer to account approved,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,There is a cash withdrawl I don't remember.,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,What is this extra pound charge for?,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I don't know how to verify my identity.,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,How can I edit my personal details in the app?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,Explain the activation method for this card,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,What kind of fiat currencies are supported for holding and exchange?,Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,When will I receive a transfer from europe?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I can't see my refund in my history.,Disputes,Topups
Qwen/Qwen2.5-0.5B-Instruct,Why hasn't the transaction I did arrive yet?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I want to replace my current PIN.,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,What do I need to see my source of money?,Account,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I was supposed to get a refund but I do not see it on my statement. When is it going to be updated?,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,"Everything seems fine with my account, so why did it decline my payment?",Payments,Account
Qwen/Qwen2.5-0.5B-Instruct,I haven't received my card.,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,Please help me figure out the reason for the odd withdrawal amount from my account?,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,how do i avoid charges in the future,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,"My card is stuck inside the ATM, what am I supposed to do?",Cards,Topups
Qwen/Qwen2.5-0.5B-Instruct,Please tell me if I'm going to be charged for sending out more cards?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,Do you allow exchanges of EUR?,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,Is there a tracking number for the card?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,what currencies do you accept?,Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"I don't want to buy this car anymore, can I cancel the transaction and get a quick refund back?",Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,Exchange rate on a purchase was incorrect,Disputes,Cards
Qwen/Qwen2.5-0.5B-Instruct,I am planning activating my card was it possible?,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,I sees some suspicious spending on my credit card that I don't recall I had made. What should I do?,Account,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I was charged twice for an in-store purchase that I thought was declined.  My App says that it's still pending for one of the payments. Please make sure one of the charges is removed.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I transferred some cash and it has not arrived yet.,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How long will an urgent transfer from China take?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,There is a payment on my card that I do not recognize.  I've never seen the name on the transaction before.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,What are the disposable cards used for?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,What will happen after my card expires?,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,When will my money be in my account?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Is my card actually working? It's the first time I tried using it,Payments,Account
Qwen/Qwen2.5-0.5B-Instruct,I can't recognise this Direct Debit payment.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I am unable to use my top-up on the app. Could you explain this to me?,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Why has my card been charged an extra pound?,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,"I still haven't received my card after two weeks, is it lost?",Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,I don't recognize this payment at all!  Help!,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,"help, I see money missing I didn't take out.",Disputes,Disputes
Qwen/Qwen2.5-0.5B-Instruct,How long will the $1 charge show as pending?,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,What kind of ATMs would this card be accepted at?,Payments,Cards
Qwen/Qwen2.5-0.5B-Instruct,Why did I get charged extra?,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,When I received my cash; they had my exchange rate incorrect.,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How much does top up fees cost?,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Why was there an extra charge when I transferred money?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I got cash and the exchange rate should have been different than it ended up being.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I was checking my account when I saw a $500 cash withdraw that I know I didn't do.  I have my card so I don't understand how this happened.  Please help me.,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay.",Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Please help me find my top-up verification code,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Where do I get a disposable card,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,What are the steps for  making a transfer for topping up?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I am required to make several disposable cards every day.,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,"On my last trip, I received the incorrect exchange rate.",Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I made a check deposit but the cash hasn't arrived in my account yet.,Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I need to close my account as soon as possible.,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,A duplicated payment was made for something.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I think there has been a mistake with my transfer,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I found my old card. Can I link it back into the app?,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,Can you show me how to top up with Google play?,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Help.  My card is broken.,Cards,Disputes
Qwen/Qwen2.5-0.5B-Instruct,How long do I have to wait until the transferred money shows up?,Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I would like to order a virtual card.,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,how long will my cash withdrawal be pending for?,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I need several cards per day. And I need to be able to throw away all of the cards I make.,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,Can topping up be automatic?,Topups,Payments
Qwen/Qwen2.5-0.5B-Instruct,"I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see that it's pending for that amount. I didn't actually get that money, so I don't want it processed on my account.",Payments,Account
Qwen/Qwen2.5-0.5B-Instruct,How do I complete the ID check?,Account,Transfers
Qwen/Qwen2.5-0.5B-Instruct,The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate.,Disputes,Account
Qwen/Qwen2.5-0.5B-Instruct,Why do some of my payments have fees?  I don't understand.,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I can't find my phone; what can I do to prevent someone from accessing my account on it?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,Will I receive all the money sent to my account by SEPA transfer?,Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,What is the max amount of top-ups?,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,What payment methods are used to top up?,Cards,Topups
Qwen/Qwen2.5-0.5B-Instruct,Can I use SWIFT transfers?,Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I notice that I have a card payment that's been cancelled.,Disputes,Cards
Qwen/Qwen2.5-0.5B-Instruct,It's been a week since I ordered my card and it's not here. Please help?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,"Can you let me know where my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please.",Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"Hi, I lost my phone yesterday, what can I do to stop someone using my account on it?",Account,Account
Qwen/Qwen2.5-0.5B-Instruct,"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How long do I have to wait for the transfer to be finalized?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"I'd lke my card reactivated, I was thinking it was misplaced but I discovered when I woke up that I had left it in my coat.",Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,When will the money show in my account?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Why hasn't my cash been deposited yet?,Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I was charged a hidden fee when I paid with card.,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,Why did I get charged for a transfer?,Transfers,Payments
Qwen/Qwen2.5-0.5B-Instruct,How can a payment be declined,Payments,Disputes
Qwen/Qwen2.5-0.5B-Instruct,can I have multiple currencies?,Payments,Cards
Qwen/Qwen2.5-0.5B-Instruct,I can't get my virtual card to work.,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,Would I get a Visa or Mastercard?,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,"I am having trouble doing a transfer. A ""Decline "" message appears after making the transfer.",Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"If I wanted to change my PIN, how would I do that?",Account,Account
Qwen/Qwen2.5-0.5B-Instruct,Who do I talk to for transactions debited twice?,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,I tried to get cash out of the ATM but it is taking too long,Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I tried pulling out money at the ATM and it gave me an incorrect amount back.,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I seem to have lost my card.,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,Can I have money of different country of origin.,Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I want to activate my new card.,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,How old do my kids need to be to use your service?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,"My top-up was cancelled, could my bank be the problem?",Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,My bill shows the same charge more than once,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,What's your refund policy if I bought an item from you?,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,"So earlier I went to an ATM and got cash. But when I checked the app, it states that the withdrawal is pending. How can that be when I have the cash on me?",Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"If I am in China, can I still order a new card and if so, how?",Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,How long will it take for my payment to go through?,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,Could you explain why my card payment did not work?,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,How many currencies can I have money in in my account?,Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,There is unexpected money in my account.,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,"If I bought something I didn't like, can I get a refund?",Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,"Hello I made a bank account transfer from the UK. The transfer was a couple hours ago, nothing has shown up yet.  Can you check to see if everything okay. Please.",Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,How do I active this card?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,I was only given $20 when I tried to get $100,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Does it cost anyting to get my own card?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,"I have an account at another bank, but I want to transfer some of the money to my account here.
.",Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Why did I get a $1 extra fee on the statement?,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,How can I change my account details?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,Is my card valid everywhere?,Payments,Cards
Qwen/Qwen2.5-0.5B-Instruct,Do you accept credit cards from the US,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,How long does a transfer transaction take?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,The $1.00 has still not been reverted as indicated in the previous email.,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How can I change my PIN without going to the bank?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,The app says my transfer failed,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Can I use my bank account to send me more money?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How come I got blocked for entering wrong pins?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,do i have to wait for a physical card before i get my pin,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,Which cards do you support for top up?,Cards,Topups
Qwen/Qwen2.5-0.5B-Instruct,"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Where can I order a card?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,Why does my top-up get cancelled?,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Is there an option to top up with a cheque?,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,The app doesn't think it's me.,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,"There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.
",Account,Account
Qwen/Qwen2.5-0.5B-Instruct,What US credit cards do you accept?,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,Why was I charged an additional fee when paying with card?,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,May I get my salary paid out in a different currency?,Transfers,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Why was I declined from getting cash?,Payments,Disputes
Qwen/Qwen2.5-0.5B-Instruct,why hasn't my virtual card arrived?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,Is exchanging currencies a feature of the app?,Payments,Payments
Qwen/Qwen2.5-0.5B-Instruct,Why do I need to verify the top-up?,Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,Is there a way to order a virtual card on the website?,Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,"I can't figure out how to change GBP to AUD, what do I do?",Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Where can I get my card PIN?,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,"What's go on, where is my new card?",Cards,Payments
Qwen/Qwen2.5-0.5B-Instruct,I do not see the card PIN anywhere?,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,What can I use to verify my identity?,Account,Account
Qwen/Qwen2.5-0.5B-Instruct,"i received my American Express in Apple pay, why is top up not working?",Topups,Topups
Qwen/Qwen2.5-0.5B-Instruct,how to i go about getting my virtual card,Cards,Cards
Qwen/Qwen2.5-0.5B-Instruct,I see a payment on my statement for  a place I didn't make a purchase at.,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,Is there anyway to use a cheque to top up?,Topups,Transfers
Qwen/Qwen2.5-0.5B-Instruct,How can I prove the source of my funds?,Account,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Do I have a card PIN?,Cards,Account
Qwen/Qwen2.5-0.5B-Instruct,When will my refund come through,Disputes,Payments
Qwen/Qwen2.5-0.5B-Instruct,When will the check I deposited post to my account?,Topups,Payments
Qwen/Qwen2.5-0.5B-Instruct,What currencies can my account be in?,Payments,Transfers
Qwen/Qwen2.5-0.5B-Instruct,I think that there was an error in calculating the exchange rate.  I recently withdrew cash and received much less than expected.,Disputes,Transfers
Qwen/Qwen2.5-0.5B-Instruct,Do I have a Visa card as an option?,Cards,Cards
