text,label
I transferred some money but it hasn't arrived.,Transfers
Why is my transaction taking so long to complete?,Transfers
My transfer isn't in,Transfers
I sent money to my family last Friday but they don't have it.,Transfers
When will I get my money? It's been too long.,Transfers
Why didn't my transfer get to the recipient?,Transfers
I haven't received money from a transfer?,Transfers
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",Transfers
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,Transfers
My transaction has not been received. When are you going to process it?,Transfers
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",Transfers
My cash transaction isn't showing on my receipt,Transfers
My transfer hasn't arrived,Transfers
I did a money transaction and dont have a receipt,Transfers
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,Transfers
Why hasn't my friend's transaction arrive yet?,Transfers
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,Transfers
I sent money to someone but they haven't gotten it yet,Transfers
How long will it take to receive my money from my transfer transaction?,Transfers
My transfer didn't arrive to the recipient,Transfers
Recipient has not received the money,Transfers
The recipient can not locate funds.,Transfers
Why has my transfer not arrived yet?,Transfers
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,Transfers
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,Transfers
"|I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please?",Transfers
Why is the transaction to my friend still pending?,Transfers
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",Transfers
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",Transfers
"I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked.",Transfers
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?,Transfers
Why doesn't the person I sent money to see that transfer yet?,Transfers
"How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account.",Transfers
How long will it be  before the person I sent money to is able to see it?,Transfers
I'm still awaiting for the completion of the transaction.,Transfers
What is the time for a transfer?,Transfers
I dont see my reciept,Transfers
Why hasn't my transaction been completed?,Transfers
I sent some money and the account hasn't recived the transfer I made.,Transfers
I'm still expecting the transaction to be finished,Transfers
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,Transfers
"I sent a payment, but the person I sent it to says they don't have it",Transfers
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",Transfers
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",Transfers
"I've been waiting since Friday, where is my money?",Transfers
I sent some money but the intended recipient says it hasn't arrived,Transfers
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,Transfers
I just did a money transaction but its not showing they received it,Transfers
Why hasn't my transaction arrived to my friend yet?,Transfers
"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",Transfers
How long will my most recent transfer take to go through? The recipient needs the money urgently.,Transfers
My recipient hasn't received the money,Transfers
when will my transfer arrive,Transfers
I just sent money but the person I sent it to doesn't see it. What happened?,Transfers
Why hasn't my transaction completed?,Transfers
Why hasn't the transaction I did arrive yet?,Transfers
Why isn't the transfer I made to a friend showing?,Transfers
Why is my friend not getting a transaction arrival yet?,Transfers
How long will a transaction to a friend take?,Transfers
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,Transfers
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",Transfers
How can I the person see my money transaction?,Transfers
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,Transfers
the money i transferred didnt arrive,Transfers
Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?,Transfers
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",Transfers
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,Transfers
How do I use American express to top up my account?,Cards
Which currencies do you accept for adding money?,Cards
Is my credit card supported for top-ups?,Cards
Am I able to add money into my account using my American Express?,Cards
Can I use my American Express card to add money into my account?,Cards
Can you tell me what currencies I can use to add money?,Cards
I want to use my American Express for adding money into my account.,Cards
With what currencies can I add money?,Cards
What are the acceptable currencies for adding funds?,Cards
how can i transfer money from american express card,Cards
what cards and currencies are accepted?,Cards
How can I top up my card with another card?,Cards
use my credit to add money,Cards
What types of currencies do you accept?,Cards
Do you accept any card and currency?,Cards
can i use my mastercard to add money to my account,Cards
What types of cards and money do you accept?,Cards
How can I fund another account with my American Express?,Cards
What currencies do you accept to add money?,Cards
How can I top up my account and which currency can I use?,Cards
Will my other US credit card be accepted?,Cards
can i top up from a usa credit card,Cards
How can I get funds into my account from my American Express?,Cards
Which cards and currencies are supported?,Cards
What are the currencies and cards that are supported with my account?,Cards
What currency can I use to add money?,Cards
Can I use a credit card from the US to top up?,Cards
why don't you accept american express for adding money to my account,Cards
Can you tell me what cards and currencies you support?,Cards
Which foreign currencies do you accept for adding money?,Cards
I only have one other credit card from the US. Do you accept that?,Cards
What currencies are approved to add money?,Cards
I wish to use my American Express to put funds into my account.,Cards
I have another card from the U.S. Will you be able to accept that one?,Cards
I want to use a payment card to top up my account. How can I do this?,Cards
Can I use American Express?,Cards
I'd prefer to use my American Express when putting funds into my account.,Cards
What currencies can I use?,Cards
what cards can i use to add money to my account,Cards
What currencies and methods can i use to top up my account?,Cards
Is American Express supported for adding funds?,Cards
Do you accept credit cards from the US,Cards
Can you accept my other card from the U.S.?  It is the only other one I have.,Cards
Do you accept Mastercard?,Cards
"I am adding money, what currencies do you accept to do this?",Cards
Which currencies do you handle?,Cards
what currencies can i use to add money to my account,Cards
Are there certain cards and currencies you support?,Cards
why wont my american express work to add money,Cards
Which currencies can I use to add money?,Cards
Can I use any card and currency?,Cards
What kind of cards are supported?  What currency?,Cards
What US cards do you accept?  I only have 1 other.,Cards
I have a second credit card from the US. Will you take it?,Cards
What cards do you accept to top up my account?,Cards
What currencies do you accept for adding money?,Cards
Can I top off with a debit card?,Cards
"I want to deposit funds, what payments are accepted?",Cards
Are cards from the US accepted?,Cards
I'd like to use my American Express to place money into my account.,Cards
Please let me know what currency I can use to top up my account?,Cards
Do you accept all cards and currencies?,Cards
I have one other credit card from the US. Do you take that?,Cards
Which credit card top-ups do you accept?,Cards
"If I top up by card, what options do I have re: currency and card type?",Cards
What currencies are accepted to add money?,Cards
"I want to add money to my card, what payments do you accept?",Cards
What are my payment options?,Cards
Can I electronically transfer funds into my account from my American Express?,Cards
Can I top up my card with other cards?,Cards
I have one other credit card from the US. Do you take it?,Cards
Am I able to use my American Express to add money to my account balance?,Cards
What are the cards and currencies that you support?,Cards
What US credit cards do you accept?,Cards
What currencies do you accept for adding money to my account?,Cards
I have an American Express that I'd like to add money to my account with.,Cards
What forms of payment do you accept?,Cards
What type of card can I use to top up?,Cards
Do you have a list of cards and currencies you support?,Cards
"I want to top up by using a credit card, which ones do you support?",Cards
"I have a US credit card, will you accept it?",Cards
What currencies and cards do you support?,Cards
how do i add money from my amex card to top up,Cards
What cards and currencies can I use to top up my account?,Cards
Will you accept my credit card?,Cards
"Will you accept my credit card, it my only one.",Cards
"If I want to add funds to the account using American Express, how do I do that?",Cards
I just have one additional card from the USA. Do you support that?,Cards
Why doesn't it work when I use American Express to try to add money to my account?,Cards
Which cards are accepted for topping up?,Cards
What kinds of cards can I use to top up?,Cards
Help me use American Express to add money to the account.,Cards
What cards and currencies can I use?,Cards
What currency is acceptable for a top up?,Cards
What other credit cards can I use?,Cards
What payment methods are used to top up?,Cards
how can i add money from my amex card,Cards
I only have a card from the US is that okay?,Cards
Is American Express accepted?,Cards
Which currencies do you work with?,Cards
Can I use this app for any currency?,Cards
"For adding money, which currencies do you accept?",Cards
How can I pay for top-ups?,Cards
Is American Express supported for adding money into my account?,Cards
Can you tell me which cards and currencies are supported?,Cards
"I would like to top up via credit card, which credit cards do you support?",Cards
"I only have one more US credit card, is it accepted?",Cards
"If I want to topup by card, how do I do it?",Cards
"I want to know which currencies and cards are supported, can you provide a list?",Cards
"I want to top up by card, what do you support?",Cards
can i add funds  with a card from the united states,Cards
I want to top up my account. What payment methods are supported?,Cards
How can I use my American Express to add money into my account?,Cards
What card or currency can I use to pay?,Cards
My card wants to be topped what do you guys support?,Cards
do you accept from usa credit card?,Cards
What currency can I use to pay for a top up?,Cards
Do you have a list of the cards and currencies supported?,Cards
What are the various currencies and cards that you offer support for?,Cards
What currencies can be used for top up?,Cards
"Do I have to top up in euros if I use a card, or can I use a different currency?",Cards
What cards do you support,Cards
What are the currencies that are accepted to add money?,Cards
What kind of cards an currency do you support?,Cards
Which cards do you support for top up?,Cards
"Top up my card please, which y'all support?",Cards
Do you accept US credit cards?,Cards
I need to know if you will accept my credit card.,Cards
I want to add funds to my account. What payment methods are accepted?,Cards
"I would like to order a virtual card, where can I get one?",Cards
"I need to order a new virtual card, how do I do that?",Cards
How can I sign up for a virtual card?,Cards
I haven't received my virtual card yet!!,Cards
Can you give me a virtual card?,Cards
I want to get my hands on one of those virtual cards!,Cards
i need a virtual card,Cards
How do I get to the virtual cards?,Cards
want to know how to get virtual card,Cards
Where is my virtual card?,Cards
Where are the virtual cards?,Cards
Is it possible to order a virtual card?,Cards
how to i go about getting my virtual card,Cards
I don't have a virtual card - how do I get one?,Cards
How to receive virtual card?,Cards
Why haven't I gotten a virtual card yet?,Cards
Where do I order a virtual card?,Cards
Can i have a virtual card?,Cards
Please explain to me the process of getting a virtual card.,Cards
my virtual card has not came yet!,Cards
Which part of the app do I order virtual cards from?,Cards
Where do I have access to a virtual card?,Cards
How to order a virtual card,Cards
Where do I get a virtual card?,Cards
Why haven't I been given a virtual card yet?,Cards
Can you help me find the virtual card?,Cards
How do I go about getting hold of a virtual card?,Cards
Where's my virtual card,Cards
How can I go about ordering a virtual card?,Cards
Where can i find the virtual card?,Cards
"I'd rather not use my physical card, how can I get a virtual card?",Cards
What do I have to do to get my virtual card?,Cards
can i use my app to get a virtual card,Cards
How can I obtain a virtual card?,Cards
I'm interested in getting a virtual card.  How do I get one?,Cards
What is the way to go about getting a virtual card?,Cards
How can I receive a virtual card?,Cards
When will my virtual card arrive?,Cards
How do I get my virtual card?,Cards
how to get virtual card,Cards
What is the best way to get my virtual card?,Cards
"I need to make a purchase online, where is my virtual card?",Cards
I look but I see no virtual card. Why is that?,Cards
"Hello, what is a virtual card and how do I get one?",Cards
How come I did not get a virtual card yet?,Cards
"how many virtual cards can i have, i want 8",Cards
How do I get a virtual card on my device?,Cards
How do I access the virtual card?,Cards
I'd like more info on getting a virtual card.,Cards
Do I get to have one of those virtual cards I've heard about?,Cards
where can i have a virtual card,Cards
I would love one of the virtual cards!,Cards
I would like to order a virtual card.,Cards
I have yet to receive my virtual card,Cards
How long will it take to receive a virtual card?,Cards
Why have I not received a virtual card yet?,Cards
I can't find the virtual card,Cards
Can you assist me in acquiring a virtual card?,Cards
I want one of the virtual cards!,Cards
How come I didn't get a virtual card yet?,Cards
And do you have virtual cards instead of physical ones?,Cards
How do I go about getting a virtual card?,Cards
When will I get a virtual card? I haven't gotten one yet,Cards
Where can I order my virtual card?,Cards
Where can virtual cards be ordered?,Cards
How can I locate the virtual card?,Cards
How long do you have to wait to see your virtual card your ordered?,Cards
I want to get a virtual card!,Cards
How to access my virtual card,Cards
Where can I sign up for a virtual card?,Cards
Where do i go to receive a virtual card,Cards
Are there virtual cards,Cards
Please let me know how to place an order for a virtual card,Cards
I ordered a virtual card but it hasn't come through yet,Cards
Is there a way to get a virtual card?,Cards
"I haven't received my virtual card yet, do yo know why?",Cards
why hasn't my virtual card arrived?,Cards
What is the virtual card and how can i get one?,Cards
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",Cards
I've got to have one of those virtual cards.,Cards
Where is my virtual card located?,Cards
Why have I not yet received my virtual card?,Cards
Where would I order a virtual card?,Cards
"I need to order a new card, can you please direct me to the virtual cards?",Cards
I need my virtual card,Cards
I haven't received my virtual card.,Cards
How do I receive a virtual card?,Cards
I heard you have virtual cards. How do I get one?,Cards
I would like a virtual card...how do I get one?,Cards
explain the virtual card,Cards
I'd like like to know where I can order a virtual card?,Cards
what is a virtual and how do i get one,Cards
why hasn't my virtual card come yet?,Cards
Is there a way to order a virtual card on the website?,Cards
Is there an alternative to a physical card?,Cards
Please tell me how I can get a virtual card.,Cards
"I did not get my virtual card yet, Why?",Cards
Where do I find a virtual card?,Cards
Is there anywhere I can't use my card?,Payments
In which stores can I shop with this card?,Payments
How do I know where I can use my card?,Payments
Can I tell what business will take this card?,Payments
Are there businesses that don't accept this card?,Payments
Is the card welcomed by everybody?,Payments
Do you have a list of businesses that accept this card?,Payments
What businesses accept this card?,Payments
What retailers accept my card?,Payments
This card is accepted by what businesses?,Payments
Will this card work all over the world?,Payments
WHAT IS THE ATMOSPHERE OF IT,Payments
What kind of businesses will take my card?,Payments
Where do I pay with my debit or credit card?,Payments
Can I pay online with my card?,Payments
Do you know which businesses will accept my card?,Payments
Who accepts the card?,Payments
You accepts my card?,Payments
Is my card accepted anywhere?,Payments
Is my card denied anywhere?,Payments
"
Where can I use my card?",Payments
Where can I use my Mastercard?,Payments
where is card accepted,Payments
Where can I pay with my card?,Payments
Where can my card be used?,Payments
Is my card valid everywhere?,Payments
Which establishments will accept my card?,Payments
Are there limits to businesses that will accept this card?,Payments
Any place that takes Mastercard would be fine.,Payments
Is there a list of where I can use my card?,Payments
What are the limits to where my card will be accepted?,Payments
Can I use my card wherever I want?,Payments
Where can I use my card to pay?,Payments
Are there any limits to were my card is accepted?,Payments
Can I use my card while on vacation overseas?,Payments
Are there any places that won't take my card?,Payments
Which merchants accept my card?,Payments
You can use it anywhere that accepts Mastercard.,Payments
Is there restrictions on where I can use my card?,Payments
Can I use my card for online payments?,Payments
Are there limits as to where my card will be accepted?,Payments
Where do I pay with my card?,Payments
Which merchants accept this card?,Payments
Are there any restrictions to where I can use my card?,Payments
At what places accept my card?,Payments
In what places can I use my card?,Payments
What places accept my card?,Payments
Can I use my card no matter where I go?,Payments
Will my card work at all merchant locations?,Payments
How can I know where my card will be accepted?,Payments
Can I pay with my card anywhere?,Payments
Can I use my card anywhere?,Payments
Where can I use this card?,Payments
What businesses can I use this card with?,Payments
Do all businesses take this card?,Payments
Where is this card accepted?,Payments
What businesses accept my card?,Payments
Can i use this card at any store?,Payments
Are there any restrictions on where I use this card?,Payments
"My top up did not show up as shown and my money has disappeared, can you help me fix this glitch problem?",Topups
Has my top-up been cancelled?,Topups
"I topped up recently and saw the money go through, but now it's just gone? What's going on",Topups
For what reason did my top-up get cancelled?,Topups
I think my top up has been reverted,Topups
Has my top-up gone through?,Topups
I went to top up my card and it was cancelled.,Topups
I didn't cancel my top-up.,Topups
I have a reverted top up I made and wanted to know why it didn't go through.,Topups
I believe my top up was reverted.,Topups
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",Topups
"Hello, I have tried using crypto top up but it is not working. I had some money in my account but I'm not sure what happened",Topups
Why did my top up get reverted?,Topups
What caused my top-up to be returned?,Topups
What happened to my top-up? It was all done and now it's gone! Are you having problems with your system?,Topups
Why was my top up reverted?,Topups
Seems like my top-up has been cancelled,Topups
Seems like my top up has been cancelled,Topups
"My money has disappeared. I had recently added money in, and saw it was there and went through. Now it's gone. What is happening?",Topups
"Something is wrong, my top-up is gone and I don't know what happened to my money.",Topups
My money is nowhere to be found? I talked up earlier and seen it. Now it has vanished. What is going on?,Topups
My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it.,Topups
How come I can't put money in my top up account?,Topups
Why has my top-up been reverted?,Topups
My top up was reverted. Can you help?,Topups
"My top-up was supposed to be done, but now the money is gone! Is there a glitch in your system?",Topups
Why would my top up be reverted?,Topups
"I tried to make a top-up and it was canceled, why is that?",Topups
Did you revert my top up?,Topups
The app declined my top up. What did I do wrong?,Topups
Is there a reason my top-up has been cancelled?,Topups
I think you reverted my top up.,Topups
I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on.,Topups
"For some reason, the money I added was returned.",Topups
Why didn't my top up work?,Topups
"I went to look at my top-up and it was canceled, can you tell me why this happend?",Topups
How does my top-up got cancelled?,Topups
"Did you lose my money? I had added funds through top-up not long ago and I know they were in my account, but they seem to have disappeared. What happened?",Topups
What happened to my top-up? I think it was cancelled.,Topups
Why did my top-up get reverted?,Topups
Why won't my top up go through?,Topups
Please explain why the funds I added were returned to my account.,Topups
Why isn't top-up working? My top-up money disappeared after I saw that it was successfully transferred. Is it gone? Where did it go?,Topups
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what is happening?",Topups
I did a topup successfully but its not showing in balance. I think there is some problem in system.,Topups
I put some money in my account the other day but now its gone? Why is this?,Topups
My thoughts were that you offered crypto top up which does not seem to be working. The money has now been taken from my account. What is the problem here?,Topups
"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",Topups
"I think my top up may have been reverted, what do I do?",Topups
What is the status of my top up?,Topups
"When I top-up, the app reverts it.",Topups
Why has my top up been cancelled,Topups
What's the problem? I thought you offered crypto top up. This doesn't appear to be working at all. My money has now vanished from my account.,Topups
"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",Topups
Why is my top-up showing as cancelled?,Topups
Why does my top-up get cancelled?,Topups
What I topped up was reverted by the app.,Topups
I was checking my statement and my top-up has been reverted,Topups
"My money is gone. I had topped up recently and saw it was there, but now it's disappeared, what's going on?",Topups
My top up was rejected. Why?,Topups
I wanted to know why a top-up I made has been reverted.,Topups
What should I do?  I topped off but the app reversed  it.,Topups
I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,Topups
"Hi, I have done a topup, but my money was reverted. Please look into this issue.",Topups
My top-up has been reverted and I would like to know why.,Topups
How can I tell if my top-up has been cancelled?,Topups
When I topped up the app has seemed to reverted it.,Topups
I think my top up was reversed.,Topups
I refilled my account balance but got an error message.,Topups
"My money's disappeared from my account! I topped up the other day and it was there, but now it's not. Help?",Topups
Why is my top-up showing as reverted?,Topups
"My top-up was cancelled, could my bank be the problem?",Topups
"HI,Accordingly you offer crypto top up but it doesn't seem to be working? Money just disappeared from my account.What should be done now?",Topups
Why did you revert my top-up?,Topups
My topup got reverted. Please let me know if there is any issue in system.,Topups
My top-up was reverted by the app.,Topups
Why was my top up cancelled?,Topups
How do I tell if my top up was reverted?,Topups
top up cancellation,Topups
"I was under the impression that you offer crypto top up; however,  it doesn't appear to be working. The money has now disappeared from my account so I need to know what the deal is?",Topups
I topped up and now my money is not there anymore! What happened to it?,Topups
Explain why my top up has been reverted please.,Topups
"If my top-up didn't transfer, what went wrong?",Topups
Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem?,Topups
My top up may have been reverted,Topups
"Hi there, I came across a problem with my top up and my money is missing, was there a system error?",Topups
What caused my top up to be reverted?,Topups
I got an cancellation error when I was topping up.,Topups
Why didnt my top up go through,Topups
When I topped up the app reverted it.,Topups
Why was my top-up declined?,Topups
Why wasn't my top-up accepted and where did that money go? At first it said it was confirmed but now I can't find it.,Topups
The app reverted my top up,Topups
Why has my top-up been returned to my account?,Topups
I topped up but the app declined it,Topups
The app reverted after I topped-up,Topups
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",Topups
Why did my money disappear when I topped up??,Topups
I have a canceled top-up and wanted to know about it.,Topups
What reasons could cause my top up to be reverted,Topups
Why isn't my top up showing?  Was the money reversed?,Topups
What if my top up is reverted?,Topups
I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account.,Topups
I got notified that my top up has been reverted. Why?,Topups
"I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go??",Topups
My top-up was just cancelled.,Topups
Can you explain to me why a top up would be reverted?,Topups
I topped up but my money is not showing. Why is that?,Topups
My automatic top-up was unsuccessful,Topups
It looks like my top-up was cancelled,Topups
"Hello. I tried doing a topup and I thought it worked, but now the money is no longer in my account. Can you explain?",Topups
Reasons for top up cancellation.,Topups
"Please help me, as my topup amount has been reverted, i did it correctly. I think there is some defect in system.",Topups
Do you support top ups?,Topups
Why did my top-up not go through?,Topups
Explain why my top up would be reverted.,Topups
Why did you revert my top up?,Topups
I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on?,Topups
Is there a reason for my top up to be cancelled?,Topups
The app reversed a top off I had.  What should I do?,Topups
What happened to the money that I deposited?,Topups
What's the deal? Money has just disappeared out of my account. I thought you offered crypto top up and it doesn't seem to working.,Topups
Tell me how a top up would be reverted.,Topups
i noticed that the funds were returned to my bank account. What happened?,Topups
Why have my top ups been canceled?,Topups
"What did you do with my money??? I just topped up, I saw the money was there, but now it's gone!! What did you do with it?",Topups
I want to know why my top-up was reverted,Topups
I am unable to use my top-up on the app. Could you explain this to me?,Topups
"So, I was under the impression that you have an offer for crypto top up. This doesn't seem to be working. Now, the money has just disappeared from my account. What is the deal?",Topups
My money disappeared! Please help??,Topups
"Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account",Topups
It appears my top-ups have been canceled.,Topups
"Do you not accept crypto transfers from certain places? Because when I tried to do a top up the money just disappeared. Im not sure what to do or what I'm doing wrong, please help.",Topups
"I attempted to complete a topup, and I thought all was well, but now the money is gone again. Has there been a glitch?",Topups
"My money has gone missing. I had recently added money in, and saw it was there and went through. Now it's missing. What is happening?",Topups
"I tried to add a topup to my account but the money isn't there, anymore. Did I do something wrong?",Topups
It's only been a few weeks my my top-up got cancelled,Topups
"Hi, i just topped up my phone and the money was deducted but it seems to have deducted the same amount again! please help!",Topups
Explain top-up cancellation,Topups
Why did my top up get pulled back out?,Topups
Why has my top up been returned?,Topups
"Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system.",Topups
Reverted top up,Topups
"Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account",Topups
Can you tell me why my top-up was canceled?,Topups
Why did my top-up not get approved this time?,Topups
Why is my last cheque deposit taking so long?,Topups
I am still waiting for a the cash I deposited this morning,Topups
"I tried using a check to update my balance, but it isn't work? Is something wrong?",Topups
I deposited cash but it isn't showing up in my account,Topups
I put some cash into my account but it's not displaying that on my balance.,Topups
Why hasn't my cash been deposited yet?,Topups
"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",Topups
I deposited a check yesterday and im not seeing it posted yet in my account. why is that? can you look into it?,Topups
"I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this",Topups
"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",Topups
cash and check deposit has not gone thru,Topups
"my balance has not changed, despite depositing a cheque",Topups
Why did my cash deposit not show up?,Topups
Why is my money not in my account. I have already sent it out.,Topups
I placed a cash deposit in my account but I can't see it yet.,Topups
I'm not seeing my cash deposit showing up in my account.,Topups
Last week I put a cash deposit into my account and it is still isn't there.,Topups
I checked the app and my balance has not been updated for the cash or cheque deposit.,Topups
"I put some money in my account the other day and it's not gone in yet, can you help with this?",Topups
I did a cash deposit to my account but it doesn't show up,Topups
I can't see my cash deposit in my account.,Topups
"I deposited money in the form of a cheque, but my balance has not increased.",Topups
Where is the cash deposit I made?,Topups
"I can't figure out why I haven't gotten my cash, when I already put the check in the bank.",Topups
Why is my deposit still pending?,Topups
I made a cash deposit and the balance wasn't updated.,Topups
I did a cash deposit to my account but my balance is still the same. What happened?,Topups
I just deposited cash to my account and can't find it!,Topups
Online banking is not showing my cheque or cash deposit so the balance is incorrect.,Topups
i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?,Topups
When will my cheque be processed?,Topups
What happens if I deposit a cheque accidentally?,Topups
Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,Topups
When will my deposit from this morning show up?,Topups
I tried updating my balance by cheque yesterday but it doesn't seem to be working. Shouldn't that be faster? Please check my account something has gone wrong there.,Topups
Where is my missing cheque I deposited?,Topups
My balance doesn't show my deposit.,Topups
My account balance doesn't reflect an update I made by cheque yesterday. Is something wrong or is the system slow?,Topups
I made a deposit and the balance hasn't been updated.,Topups
I have yet to receive the cash I added to my account this morning.,Topups
Why isn't my cash deposit showing up in my account?,Topups
"I deposited some cash but it hasn't shown up in my account yet, what's going on?",Topups
I deposited a cheque but the cash hasn't arrived yet,Topups
I've already sent the money out and still have not received money in my account.,Topups
I have made a recent check and cash deposit that isn't reflected in my balance.,Topups
I placed a cheque but the funds aren't there,Topups
The cheque I sent to you to have deposited a couple days ago has not cleared in my account yet. What is the issue?,Topups
"the balance has not changed, but I have deposited some money",Topups
"I am worried about the amount of my cheque, which should be credited to my account few days before. As i have already sent you the cheque.",Topups
I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this?,Topups
I've deposited a check but the cash isn't showing that it's there yet.,Topups
Waiting for the cash I deposited this morning still,Topups
"I put cash in my account, but I don't see it.",Topups
Where did the money I deposit go??,Topups
"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?",Topups
I made a cash deposit a few days ago and it's still not reflected in my account. Do you know what might have happened?,Topups
Why is the cash not showing in my account for the check I deposited?,Topups
When will the check I deposited post to my account?,Topups
How do I see my updated balance after I make a cheque or cash deposit?,Topups
Why isn't my deposit in my account?,Topups
Where is my cash deposit in my balance?,Topups
Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,Topups
"I deposited cash this morning, but it's not showing up in my account. Can you tell me where's my money?",Topups
How long does it take for a cheque to post to your account?,Topups
Why has my account balance not changed after depositing a cheque?,Topups
Where is the cash I deposited?,Topups
Why is my balance still the same after a cheque deposit?,Topups
Why is my check still not showing up on my account? It's been a week already,Topups
Why isn't my balance updating after depositing cheques and cash.,Topups
My cash deposit isn't in my account. What happened?,Topups
I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,Topups
I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?,Topups
Why isn't my deposit showing up?,Topups
My balance was not updated with my checque or cash deposit.,Topups
"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",Topups
My cash deposit from a week ago is still not in my account. Can you help me please?,Topups
I made a deposit but it is not showing up in my balance.,Topups
I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,Topups
The cheque I deposited isn't showing in my account,Topups
my check or cash deposit has not shown up,Topups
Why isn't my cash deposit showing up in my account? I deposited it this morning.,Topups
"I deposited a cheque, why isn't my balance showing that I did?",Topups
Why hasn't my cash arrived from a deposited check?,Topups
"I put money in my account a week ago but its still not there, what is happening?",Topups
"I made a cash deposit, but it hasn't shown up in my balance yet.",Topups
